FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,DATA_IND,AUDIT_IND,COUNTY,HSA,HFPA,TYPE_CNTRL,TYPE_CARE,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,CEO_TITLE,WEB_SITE,OWNER,RPT_PREP,ORG_NAME,ER_DESIG,MCAR_PRO#,MCAL_PRO#,REG_MCAL#,BED_LIC,BED_AVL,BED_STF,DAY_MCAR_TR,DAY_MCAR_MC,DAY_MCAL_TR,DAY_MCAL_MC,DAY_CNTY,DAY_THRD_TR,DAY_THRD_MC,DAY_OTH_IND,DAY_OTH,DAY_TOT,DIS_MCAR_TR,DIS_MCAR_MC,DIS_MCAL_TR,DIS_MCAL_MC,DIS_CNTY,DIS_THRD_TR,DIS_THRD_MC,DIS_OTH_IND,DIS_OTH,DIS_TOT,BED_ACUTE,BED_PSYCH,BED_CHEM,BED_REHAB,BED_LTC,BED_RESDNT,DAY_ACUTE,DAY_PSYCH,DAY_CHEM,DAY_REHAB,DAY_LTC,DAY_RESDNT,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,OCC_LIC,OCC_AVL,ALOS_ALL,ALOS_EXLTC,BAS_NURSRY,DAY_NURSRY,DIS_NURSRY,VIS_MCAR_TR,VIS_MCAR_MC,VIS_MCAL_TR,VIS_MCAL_MC,VIS_CNTY,VIS_THRD_TR,VIS_THRD_MC,VIS_OTH_IND,VIS_OTH,VIS_TOT,VIS_ER,VIS_CLIN,VIS_HOME,VIS_REF_OP,DAYS_PIPS,OP_ROOM,OP_MIN_IP,OP_MIN_OP,SURG_IP,SURG_OP,NAT_ BIRTHS,C_SECTIONS,GR_PT_REV,DED_FR_REV,TOT_CAP_REV,NET_PT_REV,OTH_OP_REV,TOT_OP_EXP,NET_FRM_OP,NONOP_REV,NONOP_EXP,INC_TAX,EXT_ITEM,NET_INCOME,GR_REV_DLY,GR_REV_AMB,GR_REV_ANC,GR_IP_MCAR_TR,GR_IP_MCAR_MC,GR_IP_MCAL_TR,GR_IP_MCAL_MC,GR_IP_CNTY,GR_IP_THRD_TR,GR_IP_THRD_MC,GR_IP_OTH_IND,GR_IP_OTH,GR_IP_TOT,GR_OP_MCAR_TR,GR_OP_MCAR_MC,GR_OP_MCAL_TR,GR_OP_MCAL_MC,GR_OP_CNTY,GR_OP_THRD_TR,GR_OP_THRD_MC,GR_OP_OTH_IND,GR_OP_OTH,GR_OP_TOT,C_ADJ_MCAR_TR,C_ADJ_MCAR_MC,C_ADJ_MCAL_TR,C_ADJ_MCAL_MC,DISP_855,C_ADJ_CNTY,C_ADJ_THRD_TR,C_ADJ_THRD_MC,BAD_DEBT,CHAR_HB,CHAR_OTH,SUB_INDGNT,DED_OTH,CAP_REV_MCAR,CAP_REV_MCAL,CAP_REV_CNTY,CAP_REV_THRD,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,DISP_TRNFR,INTER_TFR,CONTRIBTNS,INC_INVEST,DIST_REV,CNTY_APPRO,EXP_DLY,EXP_AMB,EXP_ANC,EXP_PIP,EXP_POP,EXP_RES,EXP_ED,EXP_GEN,EXP_FISC,EXP_ADM,EXP_UNASSG,EXP_SAL,EXP_BEN,EXP_PHYS,EXP_OTHPRO,EXP_SUPP,EXP_PURCH,EXP_DEPRE,EXP_LEASES,EXP_INSUR,EXP_INTRST,EXP_OTH,CUR_ASST,ASST_LIMTD,NET_PPE,CONST_PROG,INV_OTH,INTAN_ASST,TOT_ASST,CUR_LIAB,DEF_CRED,NET_LTDEBT,EQUITY,LIAB_EQ,CASH,ACCTS_ REC,ALLOW_UNCOLL,BLDGS,EQUIPMENT,TOT_PPE,ACC_DEPRE,MORT_PAY,CAP_LEASE,BOND_PAY,TOT_LTDEBT,CUR_MAT,INTER-REC,INTER_PAY,HOSP_FTE,NURS_FTE,PROD_HRS,NON_PRD_HR,PAID_HRS,MED_STAFF,STDNT_FTE,PRD_HR_MGT,PRD_HR_TCH,PRD_HR_RN,PRD_HR_LVN,PRD_HR_AID,PRD_HR_CLR,PRD_HR_ENV,PRD_HR_OTH,CNT_HR_RN,CNT_HR_OTH,PRD_HR_DLY,PRD_HR_AMB,PRD_HR_ANC,PRD_HR_ED,PRD_HR_GEN,PRD_HR_FIS,PRD_HR_ADM,PRD_HR_NON,PD_HR_DLY,PD_HR_AMB,PD_HR_ANC,PD_HR_ED,PD_HR_GEN,PD_HR_FIS,PD_HR_ADM,PD_HR_NON
106254005,MODOC MEDICAL CENTER,7/1/2021,6/30/2022,365,Audited,Excl. Ind. Audit Adj.,Modoc,1,201,District,General,Comparable,Rural,530-708-8800,1111 N NAGLE STREET,ALTURAS,96101,KEVIN KRAMER,CEO,MODOCMEDICALCENTER.ORG,COUNTY OF MODOC,MATTHEW FALKNER,"WIPFLI, LLP",,05-0430,HSC30430H,HSP30430H,58,58,50,1642,50,2186,11904,0,87,0,0,842,16711,193,3,9,63,0,26,0,0,15,309,8,0,0,0,50,0,1902,0,0,0,14809,0,277,0,0,0,32,0,78.9,78.9,54.1,6.9,0,0,0,7440,121,166,8827,0,3970,0,0,1504,22028,5519,13363,0,3026,0,1,173,6937,3,84,0,0,48094101,17586531,270302,30777872,3221099,39116456,-5117485,2564717,0,0,0,-2552768,12264065,13012626,22817410,6345392,80224,1122183,7585366,0,461371,0,0,310182,15904718,13624618,192585,232883,10322545,0,6336727,0,0,1480025,32189383,8438718,107104,287213,3467761,0,0,2689139,0,1352159,0,12001,0,1232436,0,270302,0,0,11531292,165705,1067853,14710452,0,1997498,0,0,1305072,0,0,0,157699,2396131,0,7560623,8420158,6245728,0,0,0,0,7384883,1636408,5472336,2396320,13288594,3080040,3243053,6362777,6053594,1592491,2095136,99624,164208,1023906,2113033,42490475,0,45362179,3055519,0,0,90908173,3503241,0,33645000,53759932,90908173,36537598,10896986,-6319959,46824774,12134101,60010070,14647891,0,0,34155000,34155000,510000,0,0,196,51,409965,33924,443889,21,0,43892,96428,16953,5136,47003,50049,57218,57046,36240,0,127782,101328,39706,0,90514,16756,33879,0,140672,107849,42413,0,97731,18140,37084,0
106190541,MONROVIA MEMORIAL HOSPITAL,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,913,Investor,General,Comparable,,626-408-9800,323 SOUTH HELIOTROPE AVE,MONROVIA,91016,RON KUPFERSTEIN,CEO,WWW.MONROVIAMEMORIAL.COM,ALAKOR HEALTHCARE LLC,FRANK ADOMITIS,MONROVIA MEMORIAL HOSPITAL,,05-2054,,,49,49,17,5704,0,0,0,0,0,0,0,0,5704,199,0,0,0,0,0,0,0,0,199,49,0,0,0,0,0,5704,0,0,0,0,0,199,0,0,0,0,0,31.9,31.9,28.7,28.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1442,0,51,0,0,0,90408823,75224531,0,15184292,0,16337304,-1153012,6198113,0,0,0,5045101,8172150,0,82236673,90408823,0,0,0,0,0,0,0,0,90408823,0,0,0,0,0,0,0,0,0,0,75224531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15184292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4104464,0,3867806,0,0,0,0,3236466,928203,3216168,984197,9125615,1391584,0,93732,2198338,1996921,340065,175594,161436,373198,480821,9765337,0,5825875,0,0,4835,15596047,2390479,0,6548147,6657421,15596047,8621962,179933133,-179430356,6877012,3041745,10683397,4857522,4221457,70213,0,6862085,313938,0,0,103,34,196975,17606,214581,67,0,47285,36930,41099,5472,23202,15350,19193,8444,0,0,77809,0,29195,0,40792,14186,34993,0,85008,0,31312,0,44538,15506,38217,0
106361166,MONTCLAIR HOSPITAL MEDICAL CENTER,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,San Bernardino,12,1207,Non-Profit,General,Comparable,,909-625-5411,500 SAN BERNARDINO STREET,MONTCLAIR,91763,GAIL AVIADO,CEO,,"PRIME HEALTHCARE SERVICES FOUNDATION, INC.",JEFFREY N. BROWN,HOSPITAL MANAGEMENT SERVICES,,05-0758,,,106,106,29,2030,1818,2218,3058,0,845,154,0,82,10205,430,337,510,939,0,222,37,0,53,2528,106,0,0,0,0,0,10205,0,0,0,0,0,2528,0,0,0,0,0,26.4,26.4,4,4,20,634,329,828,1179,3047,11934,0,2229,129,0,1887,21233,22351,0,0,16,0,3,36120,46379,717,938,209,118,252407171,190149244,0,62257927,174977,53045056,9387848,932007,651716,0,0,9668139,34243426,53078203,165085542,26820910,25612450,31162216,46120448,0,13871337,1915700,0,1668045,147171106,5380210,9396718,12209493,59431909,0,11710297,1239894,0,5867544,105236065,22132159,27818212,33087005,86207127,0,0,11225812,2196982,8096380,0,138857,0,-753290,0,0,0,0,9538826,7190956,10284704,19345230,0,14355822,958612,0,583777,0,0,0,0,0,0,8444891,3868439,11329679,0,0,0,86092,7510783,2175496,16711949,2917727,19655333,6194039,1676152,3371958,4345655,7848438,2508076,248601,527672,0,6669132,85778631,0,36573997,3161746,9879,0,125524253,13558242,0,1460453,110505558,125524253,19664541,65798702,-56976387,41175763,16797758,62273521,25699524,0,0,0,2073067,612614,39399810,1062032,272,98,544093,38011,582104,300,3,44690,179594,167802,4591,15518,61700,42099,11733,15857,509,143563,57178,116629,72,103101,47531,76019,0,152952,61146,125888,72,110406,50475,81165,0
106190547,MONTEREY PARK HOSPITAL,7/1/2021,6/30/2022,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,913,Investor,General,Comparable,,626-570-9000,900 SOUTH ATLANTIC BLVD,MONTEREY PARK,91754,PHILIP COHEN,CEO,,MONTEREY PARK HOSPITAL,LINDA MARSH,"AHMC HEALTHCARE, INC.",,05-0736,HSC30591J,ZZT30591J,101,101,50,2684,5228,1468,6966,0,66,1283,13,125,17833,572,1069,214,1052,0,32,613,3,22,3577,101,0,0,0,0,0,17833,0,0,0,0,0,3577,0,0,0,0,0,48.4,48.4,5,5,8,0,0,1218,2094,2095,7360,0,427,5453,122,1171,19940,18196,0,0,2880,0,3,71408,87357,775,909,0,0,536893659,458800291,23454697,101548065,154864,87648366,14054563,158233,0,800,0,14211996,75298538,39767163,421827958,51310879,94139348,24539754,102745215,0,2423124,56854474,292581,2864439,335169814,17855677,29966075,15570465,65825969,0,7865894,54852820,925863,8861082,201723845,60508320,119705306,32843044,154379798,-7672655,0,7504410,81610193,5640944,0,1218444,0,3062487,0,23454697,0,0,8618843,4400117,14936906,37649007,0,2784608,30097101,0,3061483,0,0,0,0,0,0,14705596,4317656,16788874,0,0,0,0,10499929,1572190,36020349,3743772,25577388,6655238,1780700,1986567,7345083,28573202,441949,2084056,1218462,176405,11809316,74554981,0,1280542,329865,0,85268,76250656,34210926,0,3632309,38407421,76250656,60680963,96338006,-84831666,167040,8908186,9075226,7794684,0,0,0,3869477,237168,581976,0,305,136,587385,88447,675832,316,0,39906,151293,171166,28158,41153,85774,27922,0,41423,590,235297,40265,139573,0,68042,34003,70205,0,273257,44239,163679,0,75946,39581,79130,0
106190552,MOTION PICTURE AND TELEVISION HOSPITAL,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,905,Non-Profit,General,Comparable,,818-876-4169,23388 MULHOLLAND DRIVE,WOODLAND HILLS,91364,ROBERT BEITCHER,CEO,WWW.MPTF.COM,MPTF,KATHIE DAPELLO,MPTF,,05-0552,HSC30552F,ZZT05034F,277,261,194,1041,0,24306,0,0,0,149,33712,6260,65468,39,0,36,0,0,0,4,25,84,188,0,12,0,0,110,155,0,3115,0,0,28641,33712,0,120,0,0,43,25,64.8,68.7,348.2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34691575,7070225,0,27621350,15247,58406967,-30770370,42041990,6904921,0,0,4366699,33240391,0,1451184,3304084,0,16203707,0,0,0,392971,6430623,8360190,34691575,0,0,0,0,0,0,0,0,0,0,1710190,0,249172,0,0,0,0,203401,1372076,0,1988151,0,1547235,0,0,0,0,1593894,0,15954535,0,0,0,189570,4442472,5440879,0,0,18576043,2824177,0,0,18059668,0,349296,0,0,0,0,25666036,4796654,8503007,1032306,26365377,11203104,0,5944294,2231674,5936944,1679267,186645,1846,139414,4718402,90576724,0,20169466,387108,16632364,0,127765662,22545849,0,44831062,60388751,127765662,3599861,4703334,-1564214,78936558,38324694,131784585,111615119,0,0,14955639,46101062,1270000,10513810,10959453,411,122,755153,118292,873445,44,0,91529,117842,11402,77326,150381,68140,194929,25273,15106,3225,277008,0,0,0,291174,54534,78069,54368,327570,0,0,0,331523,63743,89392,61217
106361266,MOUNTAINS COMMUNITY HOSPITAL,7/1/2021,6/30/2022,365,In Process,Incl. Ind. Audit Adj.,San Bernardino,12,1209,District,General,Comparable,Rural,909-336-3651,29101 HOSPITAL ROAD,LAKE ARROWHEAD,92352,MARK TURNER,CEO,MCHCARES.COM,SAN BERNARDINO MOUNTAINS COMMUNITY HOSPITAL DISTRICT,MATTHEW FALKNER,"WIPFLI, LLP",,05-1312,,,37,37,29,319,298,2225,5314,0,15,73,0,7,8251,72,80,49,74,0,7,30,0,2,314,17,0,0,0,20,0,1120,0,0,0,7131,0,310,0,0,0,4,0,61.1,61.1,26.3,3.6,0,0,0,5748,4084,9225,8264,0,374,5343,1,1253,34292,8656,12822,0,12953,0,2,5282,13007,71,140,0,0,64354448,36228298,0,28126150,406333,31124265,-2591782,6963763,324047,0,0,4047934,9334903,21309626,33709919,2525133,2163172,3615811,6367523,0,323244,660572,0,91902,15747357,7516334,8940701,7237069,11447979,0,934591,11609436,19094,901887,48607091,5368267,6914272,5323760,10182311,-94272,0,553607,6670569,1189922,0,119862,0,0,0,0,0,0,4673200,4189601,5563264,7693319,0,601293,4595326,17545,792602,0,0,3505682,375111,2638367,0,3671196,5381464,7585244,0,0,0,0,5798326,2471006,4551585,1665444,15623106,3366935,528640,1410590,2782314,2380101,1552340,204950,323316,468535,2483438,8535592,36002772,14481242,1727096,0,0,60746702,4783728,30900,7979956,47952118,60746702,4126404,8967366,-6034442,15013971,16471934,34665098,20183856,160,0,6017256,8489116,509160,0,0,182,47,346964,30688,377652,8,0,61657,54221,36202,16658,44223,78144,43771,12088,0,0,55965,60328,83524,0,70095,44933,32119,0,61120,65647,91189,0,74871,49562,35263,0
106281266,NAPA STATE HOSPITAL,7/1/2021,6/30/2022,365,Audited,Excl. Ind. Audit Adj.,Napa,3,407,State,Specialty,State,,707-253-5000,2100 NAPA VALLEJO HIGHWAY,NAPA,94558,JENNIE CLAY,EXECUTIVE DIRECTOR,,STATE OF CALIFORNIA,RENU SINGH,DEPARTMENT OF STATE HOSPITALS,,,,,1418,1284,1284,193196,0,0,0,0,125999,0,0,149283,468478,154,0,0,0,0,350,0,0,289,793,0,151,0,0,1267,0,0,16327,0,0,452151,0,0,15,0,0,778,0,90.5,100,590.8,1088.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435695891,8770,0,435687121,0,435695891,-8770,8770,0,0,0,0,374190692,0,61505199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6060,0,0,0,0,0,10,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106274043,NATIVIDAD MEDICAL CENTER,7/1/2021,6/30/2022,365,In Process,Incl. Ind. Audit Adj.,Monterey,8,705,City/County,General,Comparable,,831-755-4111,1441 CONSTITUTION BOULEVARD,SALINAS,93906,CHARLES R. HARRIS,CEO,WWW.NATIVIDAD.COM,COUNTY OF MONTEREY,ANTHONY GUTILLA,"TOYON ASSOCIATES, INC.",2,05-0248,HSC00248W,ZZR00248W,172,172,132,12999,0,11438,13597,15,7751,0,18,363,46181,2137,0,2213,2970,4,1512,0,4,87,8927,122,22,0,28,0,0,31921,4973,0,9287,0,0,7655,597,0,675,0,0,73.6,73.6,5.2,5.2,20,3423,2139,25322,0,30448,67443,112,38692,0,931,10923,173871,87132,58346,0,43014,0,4,227598,142675,1790,1684,1821,249,1379358364,973212252,0,406146112,5044169,370991808,40198473,12379140,600734,0,0,51976879,499738757,226580981,653038626,245776162,0,213020683,310411487,382840,175710121,0,558232,11094605,956954130,59879750,0,55581128,183262123,363793,91323823,0,2508153,29485464,422404234,236800010,0,190308278,328789913,-57103061,746633,189197421,0,42945105,0,3066385,0,38461568,0,0,0,0,59301791,0,90028988,186452743,0,69499611,0,0,862979,0,8142749,9498755,1426619,0,0,88722816,54022807,104062942,0,0,0,1359241,54010321,12070939,41126195,15616547,156449167,65869677,27937193,25843775,36878460,25851921,12373796,2955567,8108704,691377,8032171,367490338,0,119034991,9126559,7000,0,495658888,134877516,0,29067845,331713527,495658888,296313184,223842281,-162044819,200623854,139070291,340806706,221771715,0,0,32657845,32657845,3590000,0,0,1301,334,2466918,1200753,3667671,244,28,156611,307178,476048,8590,127347,162018,144888,123185,82763,878290,501256,238455,397420,7641,320068,84182,917896,0,819927,445384,594132,8965,541929,191338,1065996,0
106301304,NEWPORT BAY HOSPITAL,5/1/2021,4/30/2022,365,Audited,Excl. Ind. Audit Adj.,Orange,13,1016,Investor,Psychiatric,Comparable,,949-650-9750,1501 EAST 16TH STREET,NEWPORT BEACH,92663,JAMES E PARKHURST,CEO,WWW.NEWPORTBAYHOSPITAL.COM,"BEACON HEALTHCARE SERVICES, INC.",NINA P. SWENSON,NEWPORT BAY HOSPITAL,,05-4135,,HSP34135F,36,36,25,7053,1731,0,0,0,17,0,0,0,8801,386,170,0,0,0,1,0,0,0,557,0,36,0,0,0,0,0,8801,0,0,0,0,0,557,0,0,0,0,67,67,15.8,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12392797,1730068,0,10662729,37711,10912567,-212127,0,0,0,0,-212127,11047019,0,1345778,10870761,1498467,0,0,0,23569,0,0,0,12392797,0,0,0,0,0,0,0,0,0,0,1192227,533127,0,0,0,0,4714,0,0,0,0,0,0,0,0,0,0,9678534,965340,0,0,0,18855,0,0,0,0,0,0,0,0,0,6393513,0,899429,0,0,0,0,1190275,187100,1682709,559541,1447845,367837,0,0,331346,7834425,0,500074,78696,368,351976,526190,0,0,0,0,0,526190,755068,0,0,-228878,526190,916960,17701432,-18170596,0,283051,303124,303124,0,0,0,0,0,0,0,20,0,39779,1816,41595,19,0,8736,0,0,0,0,14390,16653,0,0,0,0,0,0,0,19541,3792,16446,0,0,0,0,0,20483,3864,17248,0
106514033,NORTH VALLEY BEHAVIORAL HEALTH - PHF,7/1/2021,6/30/2022,365,Audited,Excl. Ind. Audit Adj.,Sutter,2,227,Investor,Psychiatric,PHF,,530-790-2520,1535 PLUMAS COURT,YUBA CITY,95991,ARNE HYSON,CEO,NVBH.COM,"NORTH VALLEY BEHAVIORAL HEALTH, LLC",ARNE HYSON,NORTH VALLEY BEHAVIORAL HEALTH,,,,,16,16,16,0,0,0,0,0,5702,0,0,0,5702,0,0,0,0,0,312,0,0,0,312,0,16,0,0,0,0,0,5702,0,0,0,0,0,312,0,0,0,0,97.6,97.6,18.3,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5426790,0,0,5426790,0,5422878,3912,1844,115553,4730,0,-114527,5426790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192997,0,13622,0,39078,0,1245697,770761,0,0,474936,1245697,284102,908895,0,0,174170,174170,160548,0,0,0,250000,250000,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106481357,NORTHBAY MEDICAL CENTER,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Solano,3,408,Non-Profit,General,Comparable,,707-646-3179,1200 B. GALE WILSON BOULEVARD,FAIRFIELD,94533,B. KONARD JONES,CEO,,NORTHBAY HEALTHCARE CORPORATION,CHRISTINE PONCE,"TOYON ASSOCIATES, INC.",3,05-0367,,ZZR00368F,204,204,144,20051,4382,4719,14798,49,5218,963,40,1207,51427,3993,888,850,2684,10,947,180,9,278,9839,204,0,0,0,0,0,51427,0,0,0,0,0,9839,0,0,0,0,0,69.1,69.1,5.2,5.2,10,2242,1400,104675,20654,9166,82907,32,56937,26798,135,48610,349914,62376,239776,11322,86004,8134,9,287363,439327,2249,7770,1014,443,4460262053,3905839752,105845510,660267811,18482916,692322184,-13571457,17867341,137724,0,0,4158160,648616230,763844413,3047801410,996095414,221422177,200352547,660436010,3810421,283745721,54921478,2651961,65879504,2489315233,599240352,125552101,104712680,556795879,356367,372900835,136457170,1308161,73623275,1970946820,1429815750,318139118,231322188,1184537819,-3143384,3922314,455320831,187090688,53073587,0,40286454,0,5474387,0,105845510,0,0,160542399,27364622,71679389,139098917,244474,137492651,4287960,-14,119557413,0,18997486,0,16263377,0,0,96765270,154038999,175501500,14565280,11528825,0,0,76840107,32589223,99957757,30535223,202593101,88191410,81661203,6630081,82287196,135687149,27782702,10593064,2394329,12270385,42231564,197592232,337499593,261173169,31565918,58489748,341848,886662508,127620723,39807819,293727866,425506100,886662508,9435902,1406840159,-1252795077,360091688,89056556,499977189,238804020,0,73673609,223950000,310726545,16998679,0,8681970,1932,616,3383393,664795,4048188,437,0,141776,887570,1041615,28502,185292,668504,353028,47808,26892,2406,826781,898632,695920,0,631053,81527,249480,0,1029278,1120303,808074,0,699068,109967,281498,0
106141273,NORTHERN INYO HOSPITAL,7/1/2021,6/30/2022,365,In Process,Incl. Ind. Audit Adj.,Inyo,12,1203,District,General,Comparable,Rural,760-873-5811,150 PIONEER LANE,BISHOP,93514,LIONEL CHADWICK,CEO,WWW.NIH.ORG,NORTHERN INYO HEALTHCARE DISTRCIT,ANDREA MOSSMAN,NORTHERN INYO HEALTHCARE DISTRICT,,05-1324,,ZZT30015F,25,25,19,1008,123,225,361,0,514,0,0,34,2265,280,28,81,154,0,213,0,0,19,775,25,0,0,0,0,0,2208,0,0,0,57,0,769,0,0,0,6,0,24.8,24.8,2.9,2.9,6,310,182,31710,1409,4783,15577,0,38654,0,0,5318,97451,9266,43351,0,43473,0,3,13549,41825,232,990,355,55,182042060,85111115,0,96930945,3890834,116279660,-15457881,15877505,2342785,0,0,-1923161,11979796,36032484,134029780,14177176,1701914,3214741,6974808,0,12762924,0,0,708387,39539950,55534569,3355293,7599318,21175357,0,51696863,0,0,3140710,142502110,37198214,2558601,6814507,22316035,-24039,0,9992794,0,12219308,0,399113,0,-6363418,0,0,0,0,39544843,2493081,3943893,5798453,0,44493300,0,0,657375,0,0,0,115956,3199828,0,8164484,32509864,32539809,0,0,0,0,17046203,6481571,10891996,8645733,31001297,29582756,0,14945109,10590319,14755174,4134640,341573,447208,0,10481584,66925096,17673907,71741556,4938535,2274314,0,163553408,18888521,47950740,51213815,45500332,163553408,36671459,51224715,-27031139,92250253,39224701,133696006,61954450,0,1032738,51746247,52778985,1565170,0,0,359,77,648026,99289,747315,73,0,80893,183291,118626,12787,33766,151769,49526,17368,0,0,78476,156765,150077,0,127074,64819,70815,0,90518,177949,174758,0,146373,74799,82918,0
106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,7/1/2021,6/30/2022,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,905,Non-Profit,General,Comparable,,818-885-8500,18300 ROSCOE BLVD,NORTHRIDGE,91328,PAUL H. WATKINS,CEO,WWW.NORTHRIDGEHOSPITAL.ORG,DIGNITY HEALTH,CHRISTINE KEITH,COMMONSPIRIT HEALTH,2,05-0116,HSC30116F,ZZT30116F,394,394,206,19546,14427,8065,12857,0,1120,14703,638,203,71559,3187,2479,1303,2829,0,223,3017,195,98,13331,318,40,0,36,0,0,57887,7277,0,6395,0,0,11852,1068,0,411,0,0,49.8,49.8,5.4,5.4,22,1410,766,27605,8939,5831,24692,0,2608,19017,4348,1216,94256,60258,23840,0,17827,0,10,357630,157890,2717,1433,553,348,2940845593,2506672996,0,434172597,10913455,451288249,-6202197,13451836,1488373,0,0,5761266,905200950,318332667,1717311976,588061698,435539365,230973665,400222274,0,36614764,404191710,22126540,2196821,2119926837,195938993,99857823,45454263,194493810,0,22448248,178337311,33416323,50971985,820918756,692059639,471144084,231916370,515295290,0,0,48270515,388653454,17901440,0,53031686,0,88400518,0,0,0,0,85161900,59760727,36393679,69449298,0,7955206,171637168,2260693,1553926,0,-6350644,0,3777632,0,0,113252471,36971607,120830040,0,0,0,6703504,68014954,14822082,72645881,18047710,149335023,80148180,34540010,24794449,55516121,58070792,18939852,1985388,2452888,2886665,22618881,311219502,0,212583879,6034547,10401325,0,540239253,112074611,539000,38714428,388911214,540239253,185416763,631681913,-552532728,185183027,55976968,268439895,55856016,0,1179582,42786898,43966480,5252052,0,23908722,1544,541,2927326,422511,3349837,604,24,298952,674090,833324,0,198520,284930,255839,243715,92489,45467,974963,276998,702845,52534,509827,76867,321246,12046,1128403,313674,806576,52611,578170,88889,369030,12484
106214034,NOVATO COMMUNITY HOSPITAL,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Marin,4,405,Non-Profit,General,Comparable,,415-209-1300,180 ROWLAND WAY,NOVATO,94948,MICHAEL L. PURVIS,CEO,NOVATOCOMMUNITY.ORG,SUTTER HEALTH,RYAN BOUDREAU,REIMBURSEMENT DEPARTMENT,,05-0131,HSC00131G,,47,47,18,3198,572,475,772,5,196,670,53,46,5987,1003,152,100,172,1,63,235,24,13,1763,47,0,0,0,0,0,5987,0,0,0,0,0,1763,0,0,0,0,0,34.9,34.9,3.4,3.4,0,0,0,8146,1402,1032,5568,9,966,5969,357,231,23680,14308,21,0,8967,0,3,101293,89399,753,1306,0,0,283506207,201665998,0,81840209,195896,81760203,275902,5497389,1377123,0,0,4396168,33007600,59782847,190715760,69936943,10436837,6718050,11614723,68946,4820043,17825159,926193,606124,122953018,61011846,10134525,5976839,29817425,54441,7496311,42937366,2022509,1101927,160553189,106257203,16280802,8554447,33871983,0,116157,7978063,22909697,1159097,0,3297453,0,1241096,0,0,0,0,24451954,4283116,4012114,7371767,6552,4114234,37454043,0,146429,0,-1807384,222040,4345975,0,0,12485306,8545808,29380207,0,0,49955,0,11655994,3969598,12458814,3214521,26639360,13054638,6274146,3309907,11451664,11373910,4585783,635428,454540,70510,3910317,13244909,0,36046098,1126874,49190,0,50467071,14688768,5033,0,35773270,50467071,240,31882716,-23233590,64313366,32156407,104765468,68719370,0,45876,0,275441,275441,164,0,209,68,389866,63007,452873,274,0,39429,101766,115185,0,12070,49571,31713,21312,13589,5231,85448,38960,146132,0,71390,18762,29174,0,101200,44667,171137,0,81208,21405,33256,0
